CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment_Name
13614.0,24,4,1585.46,3,3,3,333,🔄 Loyal Regulars
13615.0,319,1,417.69,1,1,2,112,⚠️ At-Risk / Lost
13617.0,40,3,544.18,3,3,2,332,🛒 Occasional Shoppers
13618.0,174,1,177.34,1,1,1,111,⚠️ At-Risk / Lost
13621.0,117,1,213.85,2,1,1,211,⚠️ At-Risk / Lost
13623.0,31,5,727.74,3,4,3,343,🔄 Loyal Regulars
13626.0,253,1,257.23,1,1,1,111,⚠️ At-Risk / Lost
13627.0,59,5,1638.47,2,4,3,243,🛒 Occasional Shoppers
13629.0,23,11,7792.36,3,4,4,344,🏆 High-Value Champions
13630.0,5,7,2031.78,4,4,4,444,🏆 High-Value Champions
13631.0,100,11,3070.42,2,4,4,244,🛒 Occasional Shoppers
13632.0,25,5,2118.93,3,4,4,344,🏆 High-Value Champions
13634.0,33,5,1547.3600000000001,3,4,3,343,🔄 Loyal Regulars
13635.0,68,1,1071.03,2,1,3,213,🛒 Occasional Shoppers
13636.0,37,5,949.12,3,4,3,343,🔄 Loyal Regulars
13637.0,52,3,804.3,2,3,3,233,🛒 Occasional Shoppers
13638.0,16,1,122.64,4,1,1,411,🛒 Occasional Shoppers
13639.0,74,1,1033.34,2,1,3,213,🛒 Occasional Shoppers
13642.0,216,1,312.28,1,1,2,112,⚠️ At-Risk / Lost
13643.0,31,3,519.44,3,3,2,332,🛒 Occasional Shoppers
13644.0,16,4,2624.26,4,3,4,434,🏆 High-Value Champions
13645.0,120,1,252.1,2,1,1,211,⚠️ At-Risk / Lost
13647.0,10,4,1648.1200000000001,4,3,3,433,🔄 Loyal Regulars
13649.0,257,2,346.6,1,2,2,122,🛒 Occasional Shoppers
13650.0,17,6,1836.34,4,4,4,444,🏆 High-Value Champions
13651.0,35,2,94.2,3,2,1,321,🛒 Occasional Shoppers
13652.0,46,3,1095.08,3,3,3,333,🔄 Loyal Regulars
13654.0,43,6,2707.33,3,4,4,344,🏆 High-Value Champions
13655.0,114,2,932.97,2,2,3,223,🛒 Occasional Shoppers
13656.0,165,2,379.65,1,2,2,122,🛒 Occasional Shoppers
13657.0,11,2,382.14,4,2,2,422,🛒 Occasional Shoppers
13658.0,10,5,2639.17,4,4,4,444,🏆 High-Value Champions
13659.0,206,2,1563.0,1,2,3,123,🛒 Occasional Shoppers
13662.0,86,3,881.26,2,3,3,233,🛒 Occasional Shoppers
13663.0,179,1,189.47,1,1,1,111,⚠️ At-Risk / Lost
13666.0,60,3,84.65,2,3,1,231,🛒 Occasional Shoppers
13667.0,149,1,299.05,1,1,1,111,⚠️ At-Risk / Lost
13668.0,3,21,6309.83,4,4,4,444,🏆 High-Value Champions
13669.0,51,2,218.55,3,2,1,321,🛒 Occasional Shoppers
13670.0,75,1,349.7,2,1,2,212,🛒 Occasional Shoppers
13672.0,301,2,186.39000000000001,1,2,1,121,⚠️ At-Risk / Lost
13673.0,19,2,387.44,3,2,2,322,🛒 Occasional Shoppers
13675.0,151,2,486.82000000000005,1,2,2,122,🛒 Occasional Shoppers
13678.0,152,1,232.6,1,1,1,111,⚠️ At-Risk / Lost
13680.0,1,4,3719.12,4,3,4,434,🏆 High-Value Champions
13681.0,18,4,827.83,4,3,3,433,🔄 Loyal Regulars
13682.0,187,1,59.5,1,1,1,111,⚠️ At-Risk / Lost
13684.0,286,1,65.13,1,1,1,111,⚠️ At-Risk / Lost
13685.0,3,7,3119.44,4,4,4,444,🏆 High-Value Champions
13686.0,183,1,72.0,1,1,1,111,⚠️ At-Risk / Lost
13689.0,63,1,910.0,2,1,3,213,🛒 Occasional Shoppers
13690.0,59,1,172.25,2,1,1,211,⚠️ At-Risk / Lost
13692.0,25,3,1488.32,3,3,3,333,🔄 Loyal Regulars
13694.0,4,50,65039.62,4,4,4,444,🏆 High-Value Champions
13695.0,31,15,2504.13,3,4,4,344,🏆 High-Value Champions
13697.0,39,1,151.29999999999998,3,1,1,311,🛒 Occasional Shoppers
13699.0,155,1,308.58000000000004,1,1,2,112,⚠️ At-Risk / Lost
13700.0,26,10,2248.63,3,4,4,344,🏆 High-Value Champions
13703.0,318,1,99.5,1,1,1,111,⚠️ At-Risk / Lost
13704.0,5,9,2308.06,4,4,4,444,🏆 High-Value Champions
13705.0,8,3,711.86,4,3,3,433,🔄 Loyal Regulars
13706.0,303,1,330.79,1,1,2,112,⚠️ At-Risk / Lost
13707.0,267,2,806.41,1,2,3,123,🛒 Occasional Shoppers
13708.0,271,1,285.33,1,1,1,111,⚠️ At-Risk / Lost
13709.0,4,13,6307.650000000001,4,4,4,444,🏆 High-Value Champions
13710.0,32,1,180.48,3,1,1,311,🛒 Occasional Shoppers
13711.0,219,2,252.06,1,2,1,121,⚠️ At-Risk / Lost
13712.0,247,1,228.84,1,1,1,111,⚠️ At-Risk / Lost
13715.0,281,5,1077.39,1,4,3,143,🛒 Occasional Shoppers
13716.0,269,1,138.28,1,1,1,111,⚠️ At-Risk / Lost
13717.0,32,6,1445.01,3,4,3,343,🔄 Loyal Regulars
13718.0,246,2,306.55,1,2,2,122,🛒 Occasional Shoppers
13719.0,15,5,1041.68,4,4,3,443,🏆 High-Value Champions
13720.0,117,4,799.9,2,3,3,233,🛒 Occasional Shoppers
13721.0,36,1,524.14,3,1,2,312,🛒 Occasional Shoppers
13722.0,132,3,2375.41,2,3,4,234,🛒 Occasional Shoppers
13723.0,217,1,199.85000000000002,1,1,1,111,⚠️ At-Risk / Lost
13725.0,50,8,1980.56,3,4,4,344,🏆 High-Value Champions
13726.0,39,2,1079.6599999999999,3,2,3,323,🛒 Occasional Shoppers
13727.0,29,2,333.48,3,2,2,322,🛒 Occasional Shoppers
13728.0,37,6,1016.14,3,4,3,343,🔄 Loyal Regulars
13730.0,136,2,752.6,2,2,3,223,🛒 Occasional Shoppers
13731.0,219,2,610.59,1,2,2,122,🛒 Occasional Shoppers
13732.0,28,1,491.86,3,1,2,312,🛒 Occasional Shoppers
13735.0,25,4,2883.54,3,3,4,334,🔄 Loyal Regulars
13736.0,5,2,729.8,4,2,3,423,🛒 Occasional Shoppers
13737.0,200,1,339.59999999999997,1,1,2,112,⚠️ At-Risk / Lost
13739.0,18,1,216.9,4,1,1,411,🛒 Occasional Shoppers
13740.0,241,1,350.75,1,1,2,112,⚠️ At-Risk / Lost
13741.0,72,3,668.4300000000001,2,3,2,232,🛒 Occasional Shoppers
13742.0,17,12,3107.87,4,4,4,444,🏆 High-Value Champions
13743.0,3,7,1341.6,4,4,3,443,🏆 High-Value Champions
13744.0,95,2,1080.52,2,2,3,223,🛒 Occasional Shoppers
13745.0,162,1,300.04,1,1,1,111,⚠️ At-Risk / Lost
13747.0,374,1,79.6,1,1,1,111,⚠️ At-Risk / Lost
13748.0,96,5,948.25,2,4,3,243,🛒 Occasional Shoppers
13750.0,54,5,1647.26,2,4,3,243,🛒 Occasional Shoppers
13751.0,288,1,296.25,1,1,1,111,⚠️ At-Risk / Lost
13752.0,124,6,1175.38,2,4,3,243,🛒 Occasional Shoppers
13753.0,288,1,741.26,1,1,3,113,🛒 Occasional Shoppers
13754.0,152,2,282.59999999999997,1,2,1,121,⚠️ At-Risk / Lost
13755.0,4,9,2108.06,4,4,4,444,🏆 High-Value Champions
13756.0,2,14,5189.52,4,4,4,444,🏆 High-Value Champions
13758.0,12,7,3190.55,4,4,4,444,🏆 High-Value Champions
13759.0,33,2,659.4100000000001,3,2,2,322,🛒 Occasional Shoppers
13760.0,54,2,286.79,2,2,1,221,🛒 Occasional Shoppers
13761.0,50,2,1070.65,3,2,3,323,🛒 Occasional Shoppers
13762.0,219,1,306.72,1,1,2,112,⚠️ At-Risk / Lost
13763.0,63,1,1714.96,2,1,4,214,🛒 Occasional Shoppers
13764.0,71,3,1519.42,2,3,3,233,🛒 Occasional Shoppers
13767.0,2,37,17220.36,4,4,4,444,🏆 High-Value Champions
13769.0,2,10,2796.51,4,4,4,444,🏆 High-Value Champions
13771.0,64,4,2634.45,2,3,4,234,🛒 Occasional Shoppers
13772.0,34,3,1122.63,3,3,3,333,🔄 Loyal Regulars
13774.0,82,1,345.0,2,1,2,212,🛒 Occasional Shoppers
13777.0,1,33,25977.16,4,4,4,444,🏆 High-Value Champions
13778.0,103,1,178.7,2,1,1,211,⚠️ At-Risk / Lost
13780.0,7,2,360.01,4,2,2,422,🛒 Occasional Shoppers
13781.0,251,1,127.84,1,1,1,111,⚠️ At-Risk / Lost
13782.0,13,6,908.86,4,4,3,443,🏆 High-Value Champions
13784.0,10,11,2462.79,4,4,4,444,🏆 High-Value Champions
13786.0,367,1,230.39999999999998,1,1,1,111,⚠️ At-Risk / Lost
13787.0,76,2,309.04,2,2,2,222,🛒 Occasional Shoppers
13790.0,4,1,348.8,4,1,2,412,🛒 Occasional Shoppers
13791.0,128,2,1516.0,2,2,3,223,🛒 Occasional Shoppers
13792.0,66,2,195.55,2,2,1,221,🛒 Occasional Shoppers
13798.0,1,57,37153.85,4,4,4,444,🏆 High-Value Champions
13799.0,117,2,688.86,2,2,3,223,🛒 Occasional Shoppers
13800.0,310,1,558.32,1,1,2,112,⚠️ At-Risk / Lost
13801.0,67,1,324.8,2,1,2,212,🛒 Occasional Shoppers
13802.0,139,3,4599.42,2,3,4,234,🛒 Occasional Shoppers
13803.0,255,1,277.07,1,1,1,111,⚠️ At-Risk / Lost
13804.0,31,7,2588.39,3,4,4,344,🏆 High-Value Champions
13805.0,52,2,924.6,2,2,3,223,🛒 Occasional Shoppers
13806.0,64,1,256.38,2,1,1,211,⚠️ At-Risk / Lost
13807.0,367,1,112.6,1,1,1,111,⚠️ At-Risk / Lost
13808.0,6,5,1747.66,4,4,4,444,🏆 High-Value Champions
13809.0,305,1,155.05,1,1,1,111,⚠️ At-Risk / Lost
13810.0,29,3,1499.01,3,3,3,333,🔄 Loyal Regulars
13811.0,184,3,814.5,1,3,3,133,🛒 Occasional Shoppers
13812.0,42,3,539.0,3,3,2,332,🛒 Occasional Shoppers
13813.0,40,4,1366.8600000000001,3,3,3,333,🔄 Loyal Regulars
13814.0,92,2,1579.12,2,2,3,223,🛒 Occasional Shoppers
13815.0,22,4,4027.36,3,3,4,334,🔄 Loyal Regulars
13816.0,24,2,571.6700000000001,3,2,2,322,🛒 Occasional Shoppers
13817.0,29,2,382.98,3,2,2,322,🛒 Occasional Shoppers
13819.0,302,3,1140.35,1,3,3,133,🛒 Occasional Shoppers
13821.0,145,2,385.64,1,2,2,122,🛒 Occasional Shoppers
13822.0,6,2,632.0,4,2,2,422,🛒 Occasional Shoppers
13823.0,19,2,957.66,3,2,3,323,🛒 Occasional Shoppers
13824.0,33,5,1698.94,3,4,4,344,🏆 High-Value Champions
13826.0,176,1,189.5,1,1,1,111,⚠️ At-Risk / Lost
13827.0,58,3,409.8,2,3,2,232,🛒 Occasional Shoppers
13828.0,22,1,209.49,3,1,1,311,🛒 Occasional Shoppers
13831.0,16,6,2198.45,4,4,4,444,🏆 High-Value Champions
13832.0,19,1,52.199999999999996,3,1,1,311,🛒 Occasional Shoppers
13833.0,159,1,383.85,1,1,2,112,⚠️ At-Risk / Lost
13835.0,25,4,834.57,3,3,3,333,🔄 Loyal Regulars
13837.0,212,2,266.59000000000003,1,2,1,121,⚠️ At-Risk / Lost
13838.0,6,4,674.82,4,3,3,433,🔄 Loyal Regulars
13841.0,253,1,85.0,1,1,1,111,⚠️ At-Risk / Lost
13842.0,59,9,3385.62,2,4,4,244,🛒 Occasional Shoppers
13844.0,11,1,361.62,4,1,2,412,🛒 Occasional Shoppers
13845.0,65,1,312.98,2,1,2,212,🛒 Occasional Shoppers
13846.0,25,3,865.0600000000001,3,3,3,333,🔄 Loyal Regulars
13848.0,92,3,1255.0,2,3,3,233,🛒 Occasional Shoppers
13849.0,52,2,1537.95,2,2,3,223,🛒 Occasional Shoppers
13850.0,129,1,1595.48,2,1,3,213,🛒 Occasional Shoppers
13851.0,96,3,2651.46,2,3,4,234,🛒 Occasional Shoppers
13853.0,57,1,1090.14,2,1,3,213,🛒 Occasional Shoppers
13854.0,9,25,8109.5199999999995,4,4,4,444,🏆 High-Value Champions
13856.0,169,3,388.5,1,3,2,132,🛒 Occasional Shoppers
13858.0,57,1,216.17,2,1,1,211,⚠️ At-Risk / Lost
13859.0,326,1,201.16,1,1,1,111,⚠️ At-Risk / Lost
13860.0,1,5,1245.9,4,4,3,443,🏆 High-Value Champions
13862.0,18,8,2209.36,4,4,4,444,🏆 High-Value Champions
13863.0,248,1,305.78,1,1,1,111,⚠️ At-Risk / Lost
13865.0,58,4,501.56,2,3,2,232,🛒 Occasional Shoppers
13866.0,74,1,145.67000000000002,2,1,1,211,⚠️ At-Risk / Lost
13867.0,31,3,1005.09,3,3,3,333,🔄 Loyal Regulars
13868.0,7,2,3192.54,4,2,4,424,🛒 Occasional Shoppers
13869.0,123,4,3083.65,2,3,4,234,🛒 Occasional Shoppers
13870.0,2,8,2770.94,4,4,4,444,🏆 High-Value Champions
13871.0,23,13,6403.25,3,4,4,344,🏆 High-Value Champions
13873.0,120,3,389.6,2,3,2,232,🛒 Occasional Shoppers
13874.0,358,1,540.45,1,1,2,112,⚠️ At-Risk / Lost
13875.0,54,5,1786.79,2,4,4,244,🛒 Occasional Shoppers
13876.0,64,1,122.7,2,1,1,211,⚠️ At-Risk / Lost
13877.0,86,1,117.24,2,1,1,211,⚠️ At-Risk / Lost
13878.0,55,1,1271.57,2,1,3,213,🛒 Occasional Shoppers
13880.0,21,13,3219.77,3,4,4,344,🏆 High-Value Champions
13881.0,4,20,17159.52,4,4,4,444,🏆 High-Value Champions
13882.0,3,5,1191.13,4,4,3,443,🏆 High-Value Champions
13883.0,11,5,2674.48,4,4,4,444,🏆 High-Value Champions
13884.0,7,5,787.6,4,4,3,443,🏆 High-Value Champions
13885.0,189,2,506.8,1,2,2,122,🛒 Occasional Shoppers
13886.0,71,1,243.56,2,1,1,211,⚠️ At-Risk / Lost
13887.0,204,1,349.55,1,1,2,112,⚠️ At-Risk / Lost
13888.0,120,2,595.67,2,2,2,222,🛒 Occasional Shoppers
13889.0,93,1,416.90000000000003,2,1,2,212,🛒 Occasional Shoppers
13890.0,1,10,1883.8100000000002,4,4,4,444,🏆 High-Value Champions
13892.0,27,4,632.97,3,3,2,332,🛒 Occasional Shoppers
13893.0,298,1,821.1,1,1,3,113,🛒 Occasional Shoppers
13894.0,24,3,564.62,3,3,2,332,🛒 Occasional Shoppers
13895.0,28,4,2593.07,3,3,4,334,🔄 Loyal Regulars
13897.0,50,1,311.16,3,1,2,312,🛒 Occasional Shoppers
13898.0,326,1,155.93,1,1,1,111,⚠️ At-Risk / Lost
13899.0,16,2,388.52,4,2,2,422,🛒 Occasional Shoppers
13900.0,183,3,740.95,1,3,3,133,🛒 Occasional Shoppers
13901.0,72,5,2867.2,2,4,4,244,🛒 Occasional Shoppers
13904.0,37,2,332.64,3,2,2,322,🛒 Occasional Shoppers
13908.0,80,4,2369.55,2,3,4,234,🛒 Occasional Shoppers
13911.0,57,9,2580.91,2,4,4,244,🛒 Occasional Shoppers
13914.0,12,2,626.45,4,2,2,422,🛒 Occasional Shoppers
13917.0,50,2,272.04,3,2,1,321,🛒 Occasional Shoppers
13918.0,50,2,1212.8400000000001,3,2,3,323,🛒 Occasional Shoppers
13919.0,59,2,384.81,2,2,2,222,🛒 Occasional Shoppers
13922.0,352,1,172.25,1,1,1,111,⚠️ At-Risk / Lost
13923.0,54,1,351.13,2,1,2,212,🛒 Occasional Shoppers
13924.0,2,6,1838.8500000000001,4,4,4,444,🏆 High-Value Champions
13925.0,93,4,678.25,2,3,3,233,🛒 Occasional Shoppers
13926.0,23,1,223.85000000000002,3,1,1,311,🛒 Occasional Shoppers
13927.0,75,1,348.99,2,1,2,212,🛒 Occasional Shoppers
13928.0,11,4,464.57,4,3,2,432,🛒 Occasional Shoppers
13929.0,169,2,842.65,1,2,3,123,🛒 Occasional Shoppers
13930.0,58,2,337.34,2,2,2,222,🛒 Occasional Shoppers
13931.0,96,2,1237.53,2,2,3,223,🛒 Occasional Shoppers
13932.0,295,1,307.4,1,1,2,112,⚠️ At-Risk / Lost
13933.0,109,2,608.7900000000001,2,2,2,222,🛒 Occasional Shoppers
13934.0,264,1,922.1,1,1,3,113,🛒 Occasional Shoppers
13936.0,180,1,376.58,1,1,2,112,⚠️ At-Risk / Lost
13937.0,169,1,158.85,1,1,1,111,⚠️ At-Risk / Lost
13938.0,35,1,71.66,3,1,1,311,🛒 Occasional Shoppers
13939.0,23,3,568.55,3,3,2,332,🛒 Occasional Shoppers
13940.0,17,4,839.14,4,3,3,433,🔄 Loyal Regulars
13941.0,22,5,5112.96,3,4,4,344,🏆 High-Value Champions
13946.0,79,3,561.5699999999999,2,3,2,232,🛒 Occasional Shoppers
13947.0,65,1,90.6,2,1,1,211,⚠️ At-Risk / Lost
13948.0,361,1,102.0,1,1,1,111,⚠️ At-Risk / Lost
13949.0,3,6,2427.32,4,4,4,444,🏆 High-Value Champions
13950.0,11,4,745.06,4,3,3,433,🔄 Loyal Regulars
13951.0,176,3,674.45,1,3,3,133,🛒 Occasional Shoppers
13952.0,218,2,3251.071,1,2,4,124,🛒 Occasional Shoppers
13953.0,7,7,3515.68,4,4,4,444,🏆 High-Value Champions
13954.0,2,2,439.92,4,2,2,422,🛒 Occasional Shoppers
13955.0,154,2,322.96,1,2,2,122,🛒 Occasional Shoppers
13956.0,5,5,1019.27,4,4,3,443,🏆 High-Value Champions
13959.0,79,3,594.04,2,3,2,232,🛒 Occasional Shoppers
13960.0,21,2,230.22,3,2,1,321,🛒 Occasional Shoppers
13962.0,22,2,169.55,3,2,1,321,🛒 Occasional Shoppers
13963.0,308,4,664.54,1,3,2,132,🛒 Occasional Shoppers
13967.0,146,1,80.7,1,1,1,111,⚠️ At-Risk / Lost
13969.0,7,18,9024.17,4,4,4,444,🏆 High-Value Champions
13971.0,19,8,2758.26,3,4,4,344,🏆 High-Value Champions
13972.0,71,2,190.25,2,2,1,221,🛒 Occasional Shoppers
13973.0,287,1,264.7,1,1,1,111,⚠️ At-Risk / Lost
13974.0,49,1,413.59000000000003,3,1,2,312,🛒 Occasional Shoppers
13975.0,31,6,2461.2400000000002,3,4,4,344,🏆 High-Value Champions
13976.0,207,1,357.98,1,1,2,112,⚠️ At-Risk / Lost
13978.0,15,2,196.79000000000002,4,2,1,421,🛒 Occasional Shoppers
13979.0,73,1,869.87,2,1,3,213,🛒 Occasional Shoppers
13980.0,60,1,200.14,2,1,1,211,⚠️ At-Risk / Lost
13982.0,39,4,1871.81,3,3,4,334,🔄 Loyal Regulars
13983.0,30,12,2603.43,3,4,4,344,🏆 High-Value Champions
13984.0,27,5,920.51,3,4,3,343,🔄 Loyal Regulars
13985.0,4,15,7060.13,4,4,4,444,🏆 High-Value Champions
13986.0,17,1,320.46,4,1,2,412,🛒 Occasional Shoppers
13988.0,20,6,4147.96,3,4,4,344,🏆 High-Value Champions
13989.0,66,2,1266.08,2,2,3,223,🛒 Occasional Shoppers
13990.0,213,1,311.3,1,1,2,112,⚠️ At-Risk / Lost
13991.0,12,6,852.88,4,4,3,443,🏆 High-Value Champions
13992.0,30,1,76.8,3,1,1,311,🛒 Occasional Shoppers
13993.0,43,9,3466.36,3,4,4,344,🏆 High-Value Champions
13994.0,4,6,2274.14,4,4,4,444,🏆 High-Value Champions
13995.0,15,5,1393.69,4,4,3,443,🏆 High-Value Champions
13999.0,10,12,3901.81,4,4,4,444,🏆 High-Value Champions
14000.0,211,1,635.66,1,1,2,112,⚠️ At-Risk / Lost
14001.0,46,3,2043.0800000000002,3,3,4,334,🔄 Loyal Regulars
14002.0,134,2,529.73,2,2,2,222,🛒 Occasional Shoppers
14004.0,43,7,4582.64,3,4,4,344,🏆 High-Value Champions
14005.0,10,5,2874.72,4,4,4,444,🏆 High-Value Champions
14006.0,116,3,962.19,2,3,3,233,🛒 Occasional Shoppers
14009.0,198,2,695.61,1,2,3,123,🛒 Occasional Shoppers
14012.0,278,1,328.8,1,1,2,112,⚠️ At-Risk / Lost
14013.0,110,3,473.02,2,3,2,232,🛒 Occasional Shoppers
14014.0,77,1,505.18,2,1,2,212,🛒 Occasional Shoppers
14015.0,53,1,917.34,2,1,3,213,🛒 Occasional Shoppers
14016.0,162,4,4341.21,1,3,4,134,🛒 Occasional Shoppers
14019.0,47,3,1421.61,3,3,3,333,🔄 Loyal Regulars
14020.0,17,2,642.8,4,2,2,422,🛒 Occasional Shoppers
14021.0,155,3,631.9,1,3,2,132,🛒 Occasional Shoppers
14022.0,225,1,440.0,1,1,2,112,⚠️ At-Risk / Lost
14023.0,7,2,584.07,4,2,2,422,🛒 Occasional Shoppers
14024.0,122,2,327.7,2,2,2,222,🛒 Occasional Shoppers
14027.0,61,1,104.82,2,1,1,211,⚠️ At-Risk / Lost
14029.0,63,2,467.66,2,2,2,222,🛒 Occasional Shoppers
14030.0,18,8,2358.84,4,4,4,444,🏆 High-Value Champions
14031.0,7,19,17286.86,4,4,4,444,🏆 High-Value Champions
14032.0,2,11,2975.59,4,4,4,444,🏆 High-Value Champions
14034.0,22,3,648.89,3,3,2,332,🛒 Occasional Shoppers
14035.0,29,5,1428.02,3,4,3,343,🔄 Loyal Regulars
14036.0,285,1,626.65,1,1,2,112,⚠️ At-Risk / Lost
14037.0,176,2,147.20000000000002,1,2,1,121,⚠️ At-Risk / Lost
14038.0,78,3,1560.38,2,3,3,233,🛒 Occasional Shoppers
14039.0,33,1,152.2,3,1,1,311,🛒 Occasional Shoppers
14040.0,41,12,3560.32,3,4,4,344,🏆 High-Value Champions
14041.0,266,1,141.41,1,1,1,111,⚠️ At-Risk / Lost
14044.0,27,4,646.42,3,3,2,332,🛒 Occasional Shoppers
14045.0,109,4,1659.75,2,3,3,233,🛒 Occasional Shoppers
14046.0,284,1,154.99,1,1,1,111,⚠️ At-Risk / Lost
14047.0,9,5,1308.6100000000001,4,4,3,443,🏆 High-Value Champions
14048.0,305,1,409.93,1,1,2,112,⚠️ At-Risk / Lost
14049.0,17,4,5578.72,4,3,4,434,🏆 High-Value Champions
14050.0,32,2,746.36,3,2,3,323,🛒 Occasional Shoppers
14051.0,1,23,15610.390000000001,4,4,4,444,🏆 High-Value Champions
14052.0,20,1,225.36,3,1,1,311,🛒 Occasional Shoppers
14053.0,124,2,260.25,2,2,1,221,🛒 Occasional Shoppers
14054.0,65,1,92.46,2,1,1,211,⚠️ At-Risk / Lost
14055.0,106,1,725.6400000000001,2,1,3,213,🛒 Occasional Shoppers
14056.0,1,23,8152.71,4,4,4,444,🏆 High-Value Champions
14057.0,24,17,6211.66,3,4,4,344,🏆 High-Value Champions
14059.0,267,1,183.6,1,1,1,111,⚠️ At-Risk / Lost
14060.0,5,19,6140.42,4,4,4,444,🏆 High-Value Champions
14062.0,10,12,10464.85,4,4,4,444,🏆 High-Value Champions
14064.0,29,5,1334.34,3,4,3,343,🔄 Loyal Regulars
14066.0,267,1,152.55,1,1,1,111,⚠️ At-Risk / Lost
14067.0,64,2,374.7,2,2,2,222,🛒 Occasional Shoppers
14068.0,320,1,265.85,1,1,1,111,⚠️ At-Risk / Lost
14071.0,4,8,1437.57,4,4,3,443,🏆 High-Value Champions
14073.0,32,1,151.04,3,1,1,311,🛒 Occasional Shoppers
14075.0,5,3,942.26,4,3,3,433,🔄 Loyal Regulars
14076.0,129,1,118.67,2,1,1,211,⚠️ At-Risk / Lost
14077.0,41,5,499.41999999999996,3,4,2,342,🛒 Occasional Shoppers
14078.0,102,6,1049.37,2,4,3,243,🛒 Occasional Shoppers
14079.0,125,1,375.1,2,1,2,212,🛒 Occasional Shoppers
14080.0,33,1,45.599999999999994,3,1,1,311,🛒 Occasional Shoppers
14081.0,302,2,921.62,1,2,3,123,🛒 Occasional Shoppers
14082.0,365,1,182.25,1,1,1,111,⚠️ At-Risk / Lost
14083.0,4,9,1002.9,4,4,3,443,🏆 High-Value Champions
14085.0,2,18,4421.29,4,4,4,444,🏆 High-Value Champions
14087.0,3,1,191.47,4,1,1,411,🛒 Occasional Shoppers
14088.0,10,13,50491.81,4,4,4,444,🏆 High-Value Champions
14089.0,57,1,158.75,2,1,1,211,⚠️ At-Risk / Lost
14090.0,325,1,76.32000000000001,1,1,1,111,⚠️ At-Risk / Lost
14092.0,8,14,4076.91,4,4,4,444,🏆 High-Value Champions
14093.0,12,1,433.86,4,1,2,412,🛒 Occasional Shoppers
14096.0,4,17,65164.79,4,4,4,444,🏆 High-Value Champions
14098.0,37,1,147.35,3,1,1,311,🛒 Occasional Shoppers
14099.0,16,11,3104.17,4,4,4,444,🏆 High-Value Champions
14100.0,138,1,191.95000000000002,2,1,1,211,⚠️ At-Risk / Lost
14101.0,74,6,5976.79,2,4,4,244,🛒 Occasional Shoppers
14102.0,5,5,1105.8799999999999,4,4,3,443,🏆 High-Value Champions
14104.0,155,2,216.20999999999998,1,2,1,121,⚠️ At-Risk / Lost
14105.0,239,1,1266.23,1,1,3,113,🛒 Occasional Shoppers
14107.0,52,7,2703.23,2,4,4,244,🛒 Occasional Shoppers
14108.0,31,2,597.91,3,2,2,322,🛒 Occasional Shoppers
14109.0,73,1,144.2,2,1,1,211,⚠️ At-Risk / Lost
14110.0,4,12,5683.15,4,4,4,444,🏆 High-Value Champions
14111.0,14,4,692.85,4,3,3,433,🔄 Loyal Regulars
14112.0,23,7,2915.15,3,4,4,344,🏆 High-Value Champions
14113.0,4,4,1840.42,4,3,4,434,🏆 High-Value Champions
14114.0,274,2,386.53,1,2,2,122,🛒 Occasional Shoppers
14116.0,20,5,1382.74,3,4,3,343,🔄 Loyal Regulars
14117.0,144,1,90.0,1,1,1,111,⚠️ At-Risk / Lost
14121.0,4,4,2780.15,4,3,4,434,🏆 High-Value Champions
14124.0,84,1,419.58000000000004,2,1,2,212,🛒 Occasional Shoppers
14125.0,11,3,2720.63,4,3,4,434,🏆 High-Value Champions
14126.0,8,3,706.1300000000001,4,3,3,433,🔄 Loyal Regulars
14127.0,123,3,709.71,2,3,3,233,🛒 Occasional Shoppers
14128.0,61,2,637.5,2,2,2,222,🛒 Occasional Shoppers
14129.0,2,5,1123.8600000000001,4,4,3,443,🏆 High-Value Champions
14130.0,319,1,480.91,1,1,2,112,⚠️ At-Risk / Lost
14132.0,2,11,3586.0299999999997,4,4,4,444,🏆 High-Value Champions
14133.0,130,3,605.64,2,3,2,232,🛒 Occasional Shoppers
14135.0,2,15,4690.31,4,4,4,444,🏆 High-Value Champions
14138.0,2,2,965.8800000000001,4,2,3,423,🛒 Occasional Shoppers
14139.0,46,1,415.82,3,1,2,312,🛒 Occasional Shoppers
14140.0,4,2,935.05,4,2,3,423,🛒 Occasional Shoppers
14141.0,3,4,915.13,4,3,3,433,🔄 Loyal Regulars
14142.0,373,1,311.81,1,1,2,112,⚠️ At-Risk / Lost
14143.0,134,1,115.8,2,1,1,211,⚠️ At-Risk / Lost
14145.0,47,4,3742.2,3,3,4,334,🔄 Loyal Regulars
14146.0,9,5,4191.0,4,4,4,444,🏆 High-Value Champions
14147.0,78,2,483.4,2,2,2,222,🛒 Occasional Shoppers
14148.0,234,1,157.2,1,1,1,111,⚠️ At-Risk / Lost
14149.0,221,1,446.62,1,1,2,112,⚠️ At-Risk / Lost
14150.0,36,2,658.64,3,2,2,322,🛒 Occasional Shoppers
14152.0,75,2,621.29,2,2,2,222,🛒 Occasional Shoppers
14154.0,239,2,1345.62,1,2,3,123,🛒 Occasional Shoppers
14155.0,266,1,118.75,1,1,1,111,⚠️ At-Risk / Lost
14156.0,10,55,117210.08,4,4,4,444,🏆 High-Value Champions
14157.0,20,2,424.89000000000004,3,2,2,322,🛒 Occasional Shoppers
